A,B,C,D,E,target
2.102741601839944,0.02033418170524325,0.3464840251067523,-1.150974314517486,0.28864187898196225,0
1.6222121656734498,-0.3638588099707899,-0.316748959296964,-1.661244868671867,1.2287997535173174,1
1.4856921034909312,-0.8887202573536308,0.6392066108584924,-0.2910297959824964,-0.47547136114495714,0
-1.812796774681824,-0.7097279658468882,-1.093940649607938,-0.060636355229457005,1.1210687308656375,1
-0.12254169716847851,0.8005648034309968,0.3475951662924296,0.5540329987142658,-0.6503908761399753,0
-0.7963390163379045,0.2790957643924534,0.3038364689889828,1.0119122327811187,-0.8587615931889998,0
1.5888052883225154,-0.761573388256559,1.1117968158486198,0.25575198408221056,-1.246156735591434,0
-0.7877236316729311,0.6845011068591904,-0.4188342137153064,0.048486663297795156,0.38977706688049385,0
0.11304602169597455,1.1002843382203737,-0.004909980230833706,-0.09304179409202479,0.05606450378091443,1
0.489540808129205,0.4173188210318355,-0.3651828756771814,-0.8582707773186873,0.8352402656739761,1
0.013394132192257713,0.005292646299360854,0.011202551933615896,0.0045786983561335055,-0.013657523924646808,0
2.371476791512412,0.8640523004976479,1.191494200134186,-0.23789091144041932,-1.0538464350432448,0
0.7553562272893585,-2.36417381714118,0.5091062940661841,0.09581378137529624,-0.5589151677245541,0
2.1391595593830637,-0.38464542314251776,1.176083093259871,-0.08044814116165186,-1.1251326512151103,0
1.307560122781507,0.03700572191014953,-0.3178788656726607,-1.4218631851820303,1.0982388832057437,1
-0.06822427293554001,-0.18224478378994294,0.20506877658194494,0.32374327544559767,-0.3819930893342264,0
1.2017794128964112,-0.2616454457109007,1.6499731457253146,1.2645905438376022,-2.336233195921741,0
1.2262269111022197,-1.8297404110045314,-0.30552258553116673,-1.3432396652311582,1.04270199480892,1
-0.08849139226230984,0.37923553353558676,-0.43825278289726977,-0.5125118784211435,0.7176915029887414,1
2.185662735983576,0.4014990550902875,0.5610624681468005,-0.9303474173639896,-0.04608220936249796,0
2.620283807191196,0.453781912635684,-0.1965062388640179,-2.2661016643449488,1.4419745428095272,1
0.4519854608346737,-0.1098827793093138,1.0501943080519471,1.0444664079817862,-1.6187783327186622,0
0.6945788298432898,0.3148172045158238,-0.4222046523358491,-1.090732869819712,1.0198152649282473,0
-0.6812802038398387,-0.045703960660234855,-0.9663125201371339,-0.7578717215542694,1.3777177950949344,1
-0.9581460278614897,0.26990435494076137,0.20824545727514204,1.009217069460174,-0.7622321921520376,0
-1.4788282367544594,0.8202478373246812,0.5944445486828976,1.919153615803014,-1.6467904656520695,0
-0.31349287308721785,0.38273243001226814,-0.2819899130907635,-0.13336986809629078,0.35375150015437395,1
1.7441175571848195,0.19655740072878491,-0.2913211236917766,-1.7209009719732509,1.236333627421995,1
1.152683355526851,0.7679024077327037,-0.3250501016514919,-1.3127941856775853,1.0453702161939744,1
0.5597981884372556,-1.6326345262344952,0.10531057789593833,-0.28911281155325635,0.05433052067555577,1
0.9394195430043693,0.19506969715138117,0.538909280027457,-0.005633712102006867,-0.5327420077758834,0
-1.3638411128680452,1.3014280716647608,-1.305291077417016,-0.684160529628996,1.6742177815881885,1
2.2929723566605213,-0.9301565025243212,-0.25531200840044854,-2.093392714578189,1.4054379758461235,1
0.40056854636755046,-1.3479254226291204,0.14239487437980589,-0.11811633233376018,-0.07660815081030514,0
-1.9540498919276632,-2.0946030712061448,0.46773297609615005,2.1151846458600336,-1.6286373587302898,0
-2.220125731030243,0.9943943913154989,-1.3719003932993683,-0.1168352298545285,1.4283610882978535,1
-0.5723981462356076,1.7195893074161945,-0.17326046939562373,0.20879155150749398,0.05741739987891559,0
0.6218043769415402,0.06485610634357618,0.4637837906888025,0.1380447460742379,-0.5370820359020287,0
1.1125978811727817,-0.5854312042777726,0.9787845982274171,0.4441954657422831,-1.2175649293282138,0
0.5540814104561275,-0.5543096265713009,-0.4112124977844494,-0.96862310376246,0.9417128646538779,1
-0.9612541469937537,-0.9788298593587699,0.09990767283358172,0.8681550947032983,-0.5769127289360079,0
1.9660814530911976,-0.9443684908242939,-0.31661503355325216,-1.924312124442603,1.3733804148536812,1
2.5952568691199214,1.5182611703557054,0.6818231965545758,-1.0840172021678363,-0.0816213577754814,0
-0.7539284482066712,-0.9087632459590531,-0.5684746142666789,-0.1755116205695782,0.6617874291208501,1
-1.015172534090111,0.895555985551324,-0.5127338010264115,0.09828225880121291,0.45574940162576927,1
1.7109779345085623,-0.20289684076666706,1.5971909480087139,0.8048956971001141,-2.0308724450469136,0
-1.0888128244910233,0.7714059486768455,-1.0245711672670013,-0.523026117268181,1.3064557224631574,1
-2.856358431239999,2.6962240525635797,-1.8756118730601936,-0.2966996086956764,2.0281485579597076,1
1.0399085082531536,-1.6812182154944335,0.6463909288235091,0.05974610597703768,-0.675577303496812,0
-1.7590806588638945,-2.201441285500558,0.4463370714184486,1.9375999352146756,-1.5096735614925254,0
0.003585851059331624,0.1993001968964652,-0.0796816109142495,-0.10824511842106663,0.1387738185787042,0
2.0313859146544626,0.43904295767204254,-0.250370535054019,-1.8865960726465856,1.286765388479185,1
0.8912088624423762,0.3547576931132181,-0.3740503252588465,-1.177503110849299,1.0196675769117913,1
0.9788677285767368,1.0479721559680528,1.1778882088461595,0.810187902408244,-1.6168681622561223,0
0.6811732625119764,-0.13105401154141233,-0.3185722192605706,-0.9432590388412518,0.8356471892863212,1
2.3642631206042815,0.5898798207345195,-0.229665972905152,-2.1140125595420263,1.391280968188659,1
-0.7786634491010195,-0.5175190425104033,-0.0015810643537894143,0.5940021244901772,-0.3251896961760583,1
-1.2100235114254745,-0.46886418796679563,-0.27652528795809933,0.5601925524039698,-0.033212090857850596,0
0.7370443716177357,-0.130106954193704,0.0036865065732164092,-0.5593535444059458,0.30403598746473803,0
-1.691074063029043,1.0294388287827672,-1.3195043066708652,-0.4524702757242389,1.5608968180965361,1
-1.582070810414225,-2.655619092974933,-1.0802825096304305,-0.21918191408053164,1.1947045800244918,1
0.005144030639871566,0.33890412521594454,-0.0290099120271123,-0.04234763771772904,0.05214027114695319,0
-1.4858136326645777,0.12372191423350658,0.6508644138497113,1.9992022025437126,-1.746924005292918,0
1.5733665317152141,-2.369586905226603,0.993432234350617,0.11085388922888641,-1.0487573032270172,0
1.348740555679898,-0.6600563201340829,0.9729566628119621,0.2557032696550298,-1.1080802391023528,0
0.06580252669777553,1.738872677454511,-0.20097219531200075,-0.31646538565455573,0.3739162492472946,1
-1.706285814355696,-1.3322116545945017,-1.0040112078478842,-0.023106062490554028,1.0110057924323141,1
-1.386646804628626,-0.5693120534701851,-0.1237216665887191,0.8977191694299752,-0.37081982843592376,0
3.8246288578434964,-0.5900576458695397,-0.07867438681593968,-3.0320603719678534,1.7461689593855247,1
0.8036101483693407,-1.0840366206719345,-0.3230694962012374,-1.0429434572849265,0.8949554603763777,1
-2.1076778416601227,-1.0546284639850139,0.8183449591480394,2.6970096379096073,-2.2973163073088014,0
-0.7395680705970109,-1.4169061131262595,0.2669223213540337,0.9195769311883698,-0.7712637733037342,0
1.5176810687656663,1.133079879559722,-0.34514521289151884,-1.618819670075668,1.2336961528077488,1
-2.0667355421984546,-1.9686246897860202,-0.8663666427622871,0.43507555731943753,0.6220982477080021,1
1.0327288178194105,-0.5812684768603252,0.052544719554634134,-0.7210216203562255,0.3443898700466145,1
1.1711040952429697,-0.6780257815644504,0.35049304622586186,-0.4324635445515285,-0.11059853220241134,0
-0.7931157516553371,1.3749640663929898,-0.600479809738863,-0.18788780705065267,0.7004185753658965,1
-0.9332022982651625,0.18133842921782128,0.19869992179988136,0.977483251390443,-0.7352841650687589,0
-1.3240933555781569,1.1285940645145685,-0.834083009011873,-0.0907001621989158,0.879228690393355,1
-2.223006567351204,-2.2886200400145285,-1.0003534661157871,0.3773055843549495,0.7871016258281018,1
0.1923755190247871,-0.39238899814963674,-0.406404560612189,-0.6853581486062302,0.781107680850919,1
1.1503334677129595,0.4453932508947973,-0.3104777502764249,-1.2917011808052066,1.0192775248948867,1
-1.0175408187301107,-1.1183119243216322,-0.434099573988866,0.20420852856334987,0.3192926071791774,1
-2.514313051339791,-1.1791579306376878,-1.7585414609574133,-0.4035443918635046,1.9705201886447576,1
-1.128608248158458,-0.11510746848722672,0.9152189777778689,2.075758988174481,-2.05188756856397,0
0.4897701267722414,-2.5591846663440965,0.7343385739082617,0.5973416628139784,-1.0587566321041482,0
-2.7754511170871545,-0.8824188185499185,-1.8203680361762633,-0.2854932059462008,1.9670545745335535,1
2.917277690055622,1.0781973037142378,0.9149288181356463,-1.0218995534991555,-0.3475708891795961,0
-1.6791840735360852,1.5133280825732052,-0.6204064611519626,0.46404677694235097,0.36160125779900065,1
-0.04230007745049602,0.175818953296028,0.41158452965943093,0.5773282638275219,-0.7268307028205505,0
1.5597115429444777,-2.2396040586617367,0.6776506403550203,-0.296793746934458,-0.5105257574389711,0
-0.8323876397354806,-1.159420516399913,0.18324234536404152,0.879839790770169,-0.6662007294146207,0
-1.9000107251087353,1.7327211869191332,0.2640461539720716,1.804130325264849,-1.2549985755071034,0
-0.9200886822683796,1.3191368763015756,-0.9441155816756651,-0.5456658731094677,1.2389123672882019,1
-1.5738973859208427,0.4960009463439622,-1.2911824882957355,-0.504674684358094,1.5614539932856786,1
-1.145485259893073,-1.567767724308454,-1.15188680085526,-0.6482096844927943,1.501910245005356,1
0.5356282188771961,0.5433118913875197,-0.4265332113235777,-0.9747814330863009,0.9603340625399258,1
-0.9326385173153456,-0.08593076697161273,0.23155456883210268,1.020551854235448,-0.7916438864684711,0
-0.38524301729967547,-0.34994336458910474,-0.5374934655018636,-0.4167342170623075,0.7636796981525775,1
-0.877975235876661,0.27687190584612803,0.4277835652200695,1.238516148339714,-1.1066582932380664,0
2.01259818309934,-1.139802455426774,-0.19784240633611222,-1.8026650997408262,1.1883657201716396,1
2.606373029797921,-0.659891729729498,-0.12293288741663702,-2.1580398908830487,1.3093750661579555,1
0.43791137995082263,-0.6319037580051673,2.105308394558532,2.452232405274613,-3.4423002664236364,0
-0.4223303942418838,1.0963468456657985,-0.7180438773344867,-0.6273947580889712,1.0590869735737083,1
-2.86979566342868,-2.01640662779976,-1.9657713570392288,-0.40578584102859366,2.1778032946933727,1
-0.5973423565114673,1.2248705641936597,1.6698273188991386,2.668171687937147,-3.1280871341748977,0
1.9045104809131552,-0.9130792180417964,1.1074267390571837,0.008281990073104796,-1.105677799174654,0
-1.0562157316775114,-0.23421580134453654,-0.9578976239050349,-0.4597033089342953,1.2053277658048773,1
-0.8536420312273991,0.8215857120497958,0.4710291925853009,1.2771462458820326,-1.170908205654087,0
1.5837007176348115,-0.4438360931551978,0.9052697473214179,-0.013786174042838821,-0.8925320004303399,0
-0.7899790932477853,0.6051200840821667,-0.47142189020312736,-0.019413814384901598,0.4794175363879911,1
0.33249119469551014,0.23810314783231212,-0.36097875419790204,-0.7324771875488689,0.7618607735610502,1
-1.816314712979184,2.0210435614847975,0.8984586167489987,2.5800325118019707,-2.3126245047394702,0
0.084433433968917,0.5270042084546597,-0.3775249645496339,-0.5644873634888828,0.6859012429941607,1
2.8280421907478406,-1.7423561978092306,-0.22312220521316597,-2.4603884038366077,1.5753165020396072,1
1.7145858858855418,-0.17858909208732915,-0.31219645953251396,-1.7259327469679635,1.259858103852053,1
1.6031226373052885,-1.2796891732042395,1.0728687438816982,0.1932499955342367,-1.1730678224827722,0
-0.33117055866452705,-0.050603540961665895,-0.11279019025053803,0.10418680567077059,0.05483467466846026,0
-1.4062397981662067,0.9295051114795281,0.3230252471265203,1.5042200130976344,-1.1486606210066688,0
2.025714983665822,-1.4059629162678993,-0.19995710129469463,-1.8155063902470643,1.1975323952435855,1
